Quantity Sold (units),Product Category,Month,Average Temperature (¡C),Monthly Precipitation (mm),Route (ID),Route Distance (km),Average Transit Time (hrs),Cost per Kilometer ($),Traffic Conditions
459,Fresh,12,24.2,94.59,5,44.29,2.66,10.91,Low
552,Fresh,12,25.86,44.86,10,29.64,1.22,9.34,Moderate
486,Refrigerated,12,20.63,52.07,10,10.4,3.09,12.24,High
478,Fresh,12,15.16,6.18,2,27.96,1.42,14.21,High
587,Fresh,12,23.55,96.29,5,20.62,1.56,10.17,High
462,Fresh,12,24.06,85.83,8,8.83,3.55,12.38,Low
471,Refrigerated,12,19.27,73.01,3,5.44,4.79,12.02,Moderate
453,Fresh,12,23.67,92.89,6,46.13,3.35,8.05,Low
584,Fresh,12,32.11,46.88,9,42.61,4.11,11.03,Moderate
539,Fresh,12,18.8,79.05,1,11.23,1.94,8.36,High
564,Refrigerated,12,32.72,39.72,3,21.71,4.83,11.13,Moderate
576,Refrigerated,12,18.98,48.03,7,32.4,3.65,14.39,Low
560,Refrigerated,12,34.49,92.48,8,15.53,2.02,11.3,Low
584,Fresh,12,18.82,98.08,9,33.66,2.65,9.31,Low
477,Fresh,12,30.47,19.51,3,5.86,1.56,14.6,High
510,Refrigerated,12,25.83,55.65,5,22.82,2.38,14.42,High
472,Fresh,12,17.51,15.98,3,5.91,1.89,8.14,Low
521,Refrigerated,12,30,47,3,17.61,1.42,13.92,Moderate
588,Refrigerated,12,19.82,63.76,10,41.22,2.38,14.11,Low
529,Fresh,12,20.55,92.24,10,15.98,4.66,12.63,Moderate
584,Refrigerated,12,29.93,73.11,10,43.65,4.93,10.28,High
483,Fresh,12,16.88,82.01,6,11.61,3.69,13.31,Low
464,Fresh,12,19.12,2.66,7,33.9,1.58,11.01,Moderate
458,Fresh,12,20.3,65.09,6,35.85,1.3,8.8,Moderate
466,Fresh,12,32.88,74.29,7,49.63,2.8,10.16,Moderate
506,Fresh,12,21.8,84.57,9,14.73,1.96,8.99,Moderate
460,Fresh,12,19.68,0.58,8,38.97,2.53,13.12,Low
552,Refrigerated,12,16.83,10.78,3,44.36,2.03,12.51,Moderate
467,Fresh,12,15.14,79.41,6,22.36,1.57,13.91,Low
561,Refrigerated,12,21.84,81.97,9,28.83,4.67,14.15,Moderate
510,Fresh,12,25.21,90.09,3,5.92,3.67,12,Low
472,Fresh,12,21.46,8.46,2,29.12,3.1,11.87,High
574,Fresh,12,22.56,14,3,32.89,3.16,11.14,Moderate
594,Fresh,12,21.2,88.72,10,48.54,1.6,8.81,Moderate
487,Fresh,12,34.29,41.42,5,30.83,1.2,14.24,Low
595,Refrigerated,12,17.36,68.5,5,38.44,2.1,10.25,Moderate
462,Refrigerated,12,19.83,41.41,5,11.79,3.47,10.76,Low
510,Fresh,12,31.26,54.08,7,47.88,1.6,10.56,Low
492,Fresh,12,33.29,1.48,10,38.89,2.21,8.57,Moderate
494,Fresh,12,15.69,98.57,3,22.53,1.65,11.15,Low
458,Fresh,12,26.83,35.31,6,9.46,3.14,9.89,Low
499,Fresh,12,20.73,16.69,8,46.44,1.9,13,Moderate
583,Fresh,12,18.54,4.08,1,23.42,1.1,8.03,Moderate
558,Fresh,12,29.72,94.51,7,29.24,3.42,9.85,Moderate
591,Refrigerated,12,33.73,84.9,3,47.08,1.49,10.26,Moderate
535,Refrigerated,12,23.21,33.77,3,30.71,4.6,8.21,Low
542,Fresh,12,19.34,76.78,3,44.8,2.92,14.96,High
559,Fresh,1,30.63,83.09,4,29.8,3.79,8.08,Low
477,Fresh,1,24.87,3.12,7,12.12,3.65,14.53,Low
489,Fresh,1,24.29,47.82,8,36.5,3.88,14.03,Moderate
536,Fresh,1,21.72,29.29,3,5.97,2.54,13.94,Low
550,Fresh,1,24.88,1.23,1,36.66,2.61,14.53,Low
541,Fresh,1,22.92,12.72,3,7.84,4.02,8.33,Moderate
471,Fresh,1,21.4,87.82,7,42.8,4.54,10.24,Low
552,Fresh,1,31.23,29,6,24.85,2.11,8.61,High
456,Refrigerated,1,20.55,85.3,8,6.09,4.36,12.16,Moderate
542,Fresh,1,29.93,51.08,8,45.89,3.91,13.04,Low
493,Fresh,1,26.4,52.26,9,44.21,3.65,13.83,Moderate
552,Fresh,1,30.04,89.67,10,11.72,1.54,13.96,Moderate
582,Fresh,1,22.03,81.66,4,12.04,4.69,13.67,Low
453,Fresh,1,16.8,69.43,4,19.25,3.66,12.31,Moderate
566,Fresh,1,26.14,7.15,1,18.09,3.22,13.79,Moderate
462,Fresh,1,19.56,58.63,9,45.15,1.41,10.93,High
452,Refrigerated,1,16.19,49.75,1,9.71,1.29,9,Moderate
546,Fresh,1,24.89,33.58,8,21.5,1.9,12.69,Moderate
481,Refrigerated,1,25.3,22.54,9,21.56,4.7,14.96,Low
518,Refrigerated,1,28.88,59.74,8,40.52,4.42,12.57,Low
472,Refrigerated,1,33.71,57.2,10,38.65,1.79,9.7,Low
522,Refrigerated,1,32.64,34.7,2,45.06,3.88,10.01,Low
450,Fresh,1,15.62,17.7,10,42.52,4.07,8.02,Moderate
571,Fresh,1,16.76,15.15,3,36.79,4.84,11,Moderate
536,Fresh,1,22.93,68.07,7,21.62,1.73,14.93,Low
546,Fresh,1,28.85,96.71,2,39.74,2.53,10.81,Moderate
498,Fresh,1,31.25,53.16,3,10.49,2.63,11.99,Low
503,Fresh,1,20.02,9.37,10,15.79,1.66,13.73,High
581,Fresh,1,19.68,40.71,6,14.71,2.04,9.87,Moderate
478,Fresh,1,33.07,18.24,6,23.1,4.19,10.02,Moderate
597,Refrigerated,1,16.38,87.98,10,23.89,4.66,12.25,Low
538,Refrigerated,1,22.98,73.98,8,11.02,2.35,11.4,High
496,Fresh,1,19.11,89.92,8,16.01,3.19,14.38,High
558,Fresh,1,21.43,23.55,7,26.11,2.92,10.2,Moderate
451,Fresh,1,32.23,38.27,4,11.3,1.6,12.86,Moderate
459,Refrigerated,1,21.58,61.22,7,15.73,3.44,8.23,Low
561,Refrigerated,1,15.2,29.89,1,18.75,3.75,10.09,Moderate
490,Refrigerated,1,29.15,43.04,9,25.56,4.83,12.41,Moderate
575,Fresh,1,32.75,17.1,10,17.2,2.71,11.09,Low
495,Refrigerated,1,34.17,44.95,1,40.12,1.37,9.08,Moderate
540,Refrigerated,1,23,84.76,4,8.06,1.61,10.39,Low
510,Fresh,1,33.97,31.74,7,28.68,1.9,10.52,Low
503,Fresh,1,33.47,67.5,5,20.59,2.89,12.72,Low
470,Refrigerated,1,21.13,27.72,4,27.74,3.02,12.06,Low
490,Fresh,1,27.67,41.22,3,46.21,1.32,9.08,Moderate
572,Refrigerated,1,16.29,22.84,1,49.31,1.78,14.97,Low
561,Refrigerated,1,23.04,4.57,3,10.8,4.04,11.45,Low
588,Refrigerated,1,32.16,77.66,7,20.1,4.38,8.29,Low
487,Fresh,1,17.33,85.39,2,14.99,1.33,10.82,Low
520,Refrigerated,1,23.59,88.18,2,20.82,2.36,10.27,Low
578,Refrigerated,1,31.88,95.12,6,8.83,3.59,14.73,Low
486,Refrigerated,1,25.49,74.74,5,27.65,2.79,14.97,Moderate
494,Fresh,1,19.35,8.44,9,9.38,3.78,11.03,Low
552,Fresh,1,33.66,61.24,1,32.22,1.97,9.4,Moderate
466,Fresh,1,30.77,15.08,3,45.08,2.72,8.38,High
517,Refrigerated,1,25.22,94.59,10,27.48,1.61,12.76,Moderate
588,Fresh,1,35,52.88,9,33.11,1.57,14.98,Moderate
474,Fresh,1,19.99,95.07,4,21.9,2.43,10.43,High
503,Fresh,1,34.05,1.99,8,17.15,4.68,14.63,Moderate
511,Fresh,1,21.79,38.61,5,28.32,4.38,10.59,Low
588,Fresh,1,16.44,49.15,7,34.8,1.37,11.37,Moderate
497,Fresh,1,24.83,48.88,8,9.77,3.59,9.8,Low
464,Refrigerated,1,33.2,18.57,4,22.9,3.07,8.62,Moderate
565,Refrigerated,1,33.9,14.22,5,18.09,2.54,14.87,Low
539,Fresh,1,21.2,13.16,2,36.61,3.04,9.59,Moderate
586,Refrigerated,1,26.07,85.46,1,42.49,2.71,12.61,Moderate
507,Fresh,1,34.19,84.68,6,27.8,2.76,8.81,Moderate
458,Refrigerated,1,16.66,78.32,7,5.38,2.02,9.28,Low
590,Refrigerated,1,16.66,29.11,3,43.66,1.73,10.46,Moderate
580,Refrigerated,1,27.59,47.29,4,7.8,2.61,10.82,Low
591,Refrigerated,1,26.42,35.98,10,23.62,2.78,12.25,Moderate
598,Fresh,1,27.05,88.21,8,21.09,1.61,12.54,Low
460,Fresh,1,17.18,73.14,10,25.54,4.07,9.98,Low
472,Refrigerated,1,26.04,52.93,7,38.85,4.83,13.17,Low
597,Refrigerated,1,27.38,50.11,6,26.9,1.12,12.96,High
551,Refrigerated,1,23.03,17,3,46.74,1.36,12.41,Low
532,Refrigerated,1,28.19,50.04,7,36.07,4.57,10.79,Moderate
479,Fresh,1,23.69,27.38,4,27.18,1.11,11.16,High
571,Fresh,1,18.43,77.43,9,22.45,3.46,8.11,High
465,Fresh,1,24.96,88.1,6,12.84,4.06,11.77,Low
474,Refrigerated,1,30.38,8.32,8,35.76,3.01,11.58,High
503,Refrigerated,1,27.78,58.98,2,12.04,3.81,13.94,Low
595,Refrigerated,1,17.48,45.95,6,33.33,1.05,9.1,Low
522,Fresh,1,18.08,55.06,3,17.21,3.81,11.16,Low
468,Refrigerated,1,26.75,88.37,4,29.82,4.77,14.47,Low
589,Fresh,1,15.71,7.14,10,28.52,1.17,14.18,Moderate
530,Refrigerated,1,29.12,93.54,2,25.66,3.16,11.48,High
458,Fresh,1,21.12,43.22,2,27.34,4.86,9.07,High
547,Refrigerated,1,27.27,1.39,10,35.56,4.77,9.71,Moderate
508,Refrigerated,1,32.3,51.95,9,28.71,4.32,10.71,High
568,Refrigerated,1,17.7,38.88,6,44.55,4.98,10.02,Moderate
559,Fresh,1,15,82.04,4,8.16,4.82,9,High
460,Fresh,1,16.44,86.11,2,6.31,3.21,13.02,Low
488,Refrigerated,1,18.02,65.45,4,29.75,1.31,13.68,High
553,Fresh,1,33.22,12.41,8,43.56,1.11,12.78,Moderate
556,Fresh,1,31.13,97.99,5,27.95,2.72,8.18,Low
475,Fresh,1,31.74,9.83,1,41.05,2.12,14.85,Moderate
518,Fresh,1,33.16,6.62,6,43.74,3.41,11.41,Moderate
490,Fresh,1,31.24,68.06,4,30.16,3.88,14,Low
582,Fresh,1,26.33,25.34,7,14.21,2.33,10.48,Low
515,Fresh,1,26.32,0,4,20.73,1.25,14.05,Moderate
483,Fresh,1,27.17,72.41,9,33.1,1.2,12.44,Moderate
479,Refrigerated,1,22.47,45.76,4,23.99,3.1,13.11,Low
568,Refrigerated,1,22.51,12.93,10,11.2,3.83,8.43,Moderate
479,Refrigerated,1,25.52,50.96,10,37.25,1.79,14.35,Low
451,Fresh,1,31.91,55.09,1,21.47,4,11.52,High
552,Refrigerated,1,21.01,16.88,4,41.79,1.59,9.58,High
548,Refrigerated,1,19.55,48.28,5,5.17,4.93,9.21,Moderate
454,Fresh,1,24.83,49.03,2,39.81,2.58,14.68,Moderate
552,Fresh,1,26.82,99.57,2,23.99,3.26,11.94,Moderate
573,Fresh,1,16.06,70.17,9,45.88,1.18,13.63,Low
562,Fresh,1,29.72,79.65,4,37.04,1.22,14.64,Low
457,Fresh,1,22.96,65.8,5,23.12,3.54,13.38,High
597,Refrigerated,1,21.19,59.89,4,23.54,4.94,10.67,Low
513,Fresh,1,25.61,18.27,8,40.64,3.68,14.88,Moderate
504,Fresh,1,23.87,16.45,10,20.21,2.78,12.05,Moderate
536,Fresh,1,24.37,27.88,8,43.69,2.65,12.62,High
529,Refrigerated,1,24.76,68.95,6,6.65,4.03,8.33,Moderate
474,Fresh,1,34.11,38.96,9,31.88,2.93,10.8,Moderate
540,Fresh,1,30.3,63.16,1,41.35,2.54,14.52,High
568,Refrigerated,1,16.85,26.58,2,45.8,4.27,14.82,Moderate
550,Fresh,1,22.47,89.49,9,49.91,1.2,8.96,High
594,Refrigerated,1,21.15,76.04,2,9.58,2.94,10.1,Moderate
562,Fresh,1,30.96,49.13,9,37.52,2.81,11.54,Low
591,Fresh,1,16.97,34.44,3,20.89,4.15,10.73,High
474,Fresh,1,28.24,92.85,6,29.76,1.4,13.93,Moderate
595,Refrigerated,1,19.16,1.32,8,12.17,1.52,10.01,Moderate
532,Refrigerated,1,25.6,3.26,1,23.3,4.77,12.53,Moderate
585,Fresh,1,18.96,84,2,7.35,4.8,13.33,Moderate
539,Refrigerated,1,28.66,25.19,5,6.61,1.44,14.12,Moderate
512,Refrigerated,1,33.19,76.12,8,37.93,2.09,9.03,Low
483,Fresh,1,19.87,81.53,5,33.58,2.91,12.72,High
519,Refrigerated,1,16.24,48.43,1,12.73,2.98,11.81,High
500,Fresh,1,18.57,8.4,6,20.96,4.41,11.08,Moderate
473,Fresh,1,15.4,64.46,9,22.61,1.12,9.21,Low
582,Fresh,1,18.42,1.11,7,5.64,1.65,8.1,Low
500,Fresh,1,31.88,44.32,4,15.52,4.28,10.67,Low
519,Fresh,1,16.55,15.44,5,40.73,3.1,12.24,Low
452,Refrigerated,1,17.75,59.75,1,22.02,2.65,13.97,High
489,Fresh,1,15.31,69.8,7,6.82,2.54,10.34,Moderate
573,Fresh,1,15.91,87.67,8,23.26,1.41,10.11,Moderate
525,Fresh,1,34.89,84.45,5,30.98,1.3,9.77,Moderate
554,Fresh,1,17.76,79.96,2,35.69,3.7,9.48,Low
521,Fresh,1,26.02,43.74,1,20.49,1.86,13.58,Moderate
508,Refrigerated,1,15.21,89.03,5,44.32,1.39,12.69,Low
583,Refrigerated,1,22.05,41.63,9,8.42,1.8,14.74,Low
596,Refrigerated,1,26.23,77.07,9,39.66,1.62,14.02,Low
477,Refrigerated,1,18.6,23.27,4,34.51,1.95,13.57,Moderate
530,Fresh,1,34.21,37.38,3,23.19,4.61,12.43,Low
593,Fresh,1,29.74,28.37,10,42.31,4.78,10.35,Low
494,Refrigerated,1,17.21,45.55,10,15.38,2.47,9.59,High
475,Fresh,1,33.61,83.07,1,7.21,2.45,13.61,Low
480,Fresh,1,26.4,72.34,6,39.63,3.72,14.67,Moderate
532,Fresh,1,29.96,68.25,8,24.16,2.56,14.49,Moderate
481,Fresh,1,22.03,77.18,8,13.74,1.94,11.47,Moderate
459,Refrigerated,1,20.5,20.07,3,38.39,4.81,12.32,Low
531,Fresh,1,27.45,9.04,7,34.53,4.63,9.9,Low
502,Fresh,1,30.21,92.8,2,31.04,1.62,12.97,Moderate
569,Refrigerated,1,15.62,29.64,10,45.43,4.8,12.93,Low
496,Fresh,1,20.39,39.66,7,11.92,1.09,8.07,High
473,Fresh,1,31.22,23.29,9,18.53,3.33,9.69,Moderate
557,Fresh,1,31.83,76.26,3,45.38,3.64,9.56,Low
519,Fresh,1,33.11,5.11,9,33.58,1.47,9.95,Low
523,Fresh,1,18.98,60.79,7,28.54,4.38,8.61,Low
462,Refrigerated,1,30.71,19.58,4,33.46,3.02,12.19,Low
545,Refrigerated,1,17.97,78.41,7,18.09,4.78,10.65,Low
504,Fresh,1,33.52,18.09,6,15.11,4.55,11.83,Low
473,Refrigerated,1,32.87,93.86,2,18.53,2.13,9.6,Low
525,Refrigerated,1,18.49,49.43,10,47,2.47,13.83,Low
563,Fresh,1,24.86,19.89,5,45.47,2.85,10.53,Low
590,Fresh,1,24.68,43.24,5,39.32,3.41,9.2,Low
537,Fresh,1,32.31,73.91,7,37.14,2.5,14.69,High
588,Fresh,1,32.37,7.39,4,30.98,2.61,8.5,Moderate
485,Refrigerated,1,22.06,17.63,3,48.07,1.51,12.03,Moderate
557,Fresh,1,29.81,93.05,7,44.42,3.66,8.64,Low
463,Fresh,1,19.9,58.74,9,18.82,2.35,14.92,Moderate
594,Refrigerated,1,27.21,79.19,7,42.26,2.99,12.56,Moderate
542,Fresh,1,16.51,18.22,8,48.49,4.71,14.2,High
505,Fresh,1,15.35,87.03,2,12.58,1.22,11.77,Low
527,Fresh,1,17.71,58.55,2,11.03,1.43,10.28,High
594,Refrigerated,1,25.81,6.38,3,29.74,4,13.31,Moderate
561,Refrigerated,1,18.68,96.06,2,17.2,4.83,10.72,Low
581,Fresh,1,31.98,5.46,2,13.04,3.76,8.1,Moderate
537,Fresh,1,33.91,89.85,6,23.98,2.3,8.35,Low
499,Refrigerated,1,20.86,53.09,5,10.88,4.96,11.29,Low
592,Refrigerated,1,21.65,80.53,10,32.87,1.44,13.57,Moderate
554,Fresh,1,22.11,53.94,7,8.75,4.67,12.33,Moderate
559,Fresh,1,18.75,28.62,6,45.77,4.37,8.88,High
515,Refrigerated,1,28.75,39.43,6,49.3,3.24,12.76,High
588,Refrigerated,1,28.1,68.38,5,45.74,4.41,8.94,Low
587,Refrigerated,1,32.05,56.25,6,7.57,3.77,12.43,Low
491,Refrigerated,1,25.15,97.68,4,46.66,1.85,9.97,Moderate
530,Fresh,1,23.46,12.28,9,23.66,3.81,8.31,Moderate
580,Fresh,1,15.08,97.62,5,22.48,1.21,14.45,Moderate
520,Refrigerated,1,33.86,43.95,1,8.41,1.94,10.13,Low
548,Refrigerated,1,30,7.65,6,43.25,2.16,14.66,High
490,Refrigerated,1,18.5,11.43,3,32.15,3.29,14.24,Low
593,Fresh,1,32.79,10.86,3,11.01,2.1,11.28,Low
463,Refrigerated,1,30.39,12.37,6,24.16,3.92,9.29,Low
460,Refrigerated,1,31.76,81.82,10,15.87,4.96,8.92,Moderate
535,Refrigerated,1,17.94,70.35,2,33.56,3.7,13.77,Moderate
544,Fresh,1,17.66,85.42,10,48.15,1.81,13.71,Moderate
471,Fresh,1,25.37,3.69,2,34.68,2.21,9.18,Low
567,Fresh,1,25.8,79.75,1,14.44,3.39,14.92,Moderate
537,Fresh,1,29.96,57.31,6,14.51,1.94,13.59,Moderate
575,Refrigerated,1,24.82,56.12,7,45.39,1.72,11.9,Low
593,Refrigerated,1,22.99,34.86,5,15.74,1,14.41,Low
580,Fresh,1,28.05,90.34,4,35.74,4.63,8.87,Moderate
594,Fresh,1,23.48,37.2,9,42.54,1.78,11.68,Low
562,Refrigerated,1,32.88,82,6,17.29,3.19,14.84,Low
481,Refrigerated,1,31.53,83.3,9,14.12,3.94,14.96,High
579,Refrigerated,1,25.07,65.23,10,23.65,1.31,14.99,High
520,Fresh,1,22.33,82.73,9,10.04,3.66,13.38,Low
550,Fresh,1,25.62,97.9,10,46.92,4.52,10.86,Moderate
457,Refrigerated,1,28.56,70.72,9,42.95,3.06,10.07,High
509,Refrigerated,1,31.17,7.05,8,44.61,3.43,11.86,High
598,Fresh,1,18.9,85.68,4,42.88,4.58,14.62,High
502,Refrigerated,1,19.52,38.19,7,17.17,2.72,14.78,Low
541,Refrigerated,1,17.97,58.51,9,33.3,1.21,12.59,High
567,Fresh,1,27.97,60.29,3,27.35,4.1,13.48,High
450,Refrigerated,1,23.02,82.46,1,21.65,3.37,13.9,Moderate
525,Fresh,1,24.47,63.67,3,25.29,4.23,9.13,Moderate
561,Fresh,1,29.92,53.32,7,13.73,4.63,13.39,Low
462,Refrigerated,1,34.14,64.82,9,20.11,2.28,8.95,Low
552,Refrigerated,1,23.59,3.78,9,13.62,3.37,11.85,Low
578,Fresh,1,32.55,11.74,6,23.12,3.86,14.34,Moderate
544,Refrigerated,1,28.73,10.78,8,45.42,3.51,10.08,High
565,Fresh,1,34.4,61.26,9,15.8,1.52,10.36,Moderate
564,Fresh,1,16.03,53.72,9,49.09,1.52,10.14,Moderate
527,Fresh,1,26.33,83.57,5,25,3.7,10.31,Moderate
539,Refrigerated,1,16.35,57.26,10,15.26,1.92,8.04,Moderate
459,Fresh,1,22.68,24.45,7,35.21,2.55,14.08,Moderate
483,Fresh,1,22.54,80.23,3,5.26,1.94,10.18,High
544,Fresh,1,30.29,34.47,7,39.79,1.65,8.29,Moderate
568,Fresh,1,33.89,15.33,3,13.39,1.65,8,High
529,Fresh,1,26.82,47.22,5,32.95,3.16,14.95,Low
547,Refrigerated,1,24.24,85.83,2,10.2,1.16,13.97,Moderate
576,Fresh,1,27.14,28.02,3,39.35,2.48,12.84,Moderate
462,Refrigerated,1,19.18,8.2,4,38.5,3.72,13.18,High
451,Fresh,1,31.19,31.66,1,24.52,1.96,9.81,Low
508,Fresh,1,19.91,62.7,5,41.84,1.79,9.73,Low
567,Fresh,1,26.21,94.88,1,45.06,3.76,12.31,Moderate
511,Fresh,1,17.44,85.65,10,35.27,1.94,8.67,Low
453,Fresh,1,18.98,81.61,5,11.57,4.05,10.04,Low
588,Fresh,1,34.92,70.16,9,19.58,4.8,13.52,Low
491,Fresh,1,15.95,87.78,7,46.98,4.56,14.17,Low
467,Fresh,1,31.57,23.3,6,18.2,2.03,13.76,Moderate
575,Fresh,1,31.97,41.28,1,22.94,2.92,13.65,High
583,Refrigerated,1,28.12,48.02,2,20.7,3.25,13.78,Low
513,Refrigerated,1,30.82,97.98,3,26.18,1.15,13.06,High
512,Fresh,1,22.35,60.28,8,5.66,1.96,11.07,High
541,Refrigerated,1,24.74,8.19,3,20.66,2.84,8.47,Moderate
565,Refrigerated,1,27.17,4.49,6,27.26,3.18,11.5,Moderate
596,Fresh,1,32.47,71.09,1,30.3,2.89,11.68,High
595,Refrigerated,1,18.32,78.28,6,36.66,1.15,8.05,Low
597,Fresh,1,16.14,77.97,7,6.4,2.27,11.39,Low
488,Fresh,1,33.58,28.84,8,22.69,1.47,10.16,Moderate
530,Fresh,1,23.84,12.72,9,14.53,2.88,12.54,Low
458,Fresh,1,30.11,24.21,4,7.82,1.57,14.24,Low
451,Fresh,1,17.94,51.61,10,13.91,3.53,8.18,Moderate
545,Fresh,1,27.16,95.57,2,36.42,2.71,11.58,High
488,Fresh,1,33.15,8.42,8,39.71,1.89,13.6,High
487,Refrigerated,1,24.57,80.32,8,10.44,4,10.07,Moderate
580,Fresh,1,32.91,58.18,8,25.24,3.02,14.86,Moderate
523,Refrigerated,1,20.65,94.84,4,11.74,2.48,12.17,Moderate
577,Fresh,1,19.14,3.37,3,49,3.72,10.15,Moderate
573,Refrigerated,1,33.32,60.74,10,41.66,4.78,12.17,Moderate
579,Fresh,1,32.46,49.57,7,32.55,3.96,8.83,Low
548,Fresh,1,17.56,17.13,1,27.46,3.32,13.78,Moderate
544,Refrigerated,1,24.85,89.07,8,30.85,1.08,12.76,High
581,Fresh,1,18.28,94.49,7,40.57,1.81,11.71,Low
563,Refrigerated,1,28.23,77.78,10,43.91,1.24,10.83,Low
495,Fresh,1,34.97,11.65,7,48.53,3.7,14.85,Low
534,Fresh,1,20.4,19.45,10,39.04,4.56,8.1,Moderate
555,Fresh,1,19.26,25.4,10,46.16,4.07,9.03,Moderate
475,Refrigerated,1,15.7,45.71,6,10.65,4.32,11.16,Low
553,Fresh,1,28.74,18.98,10,46.13,1.97,10.58,Moderate
487,Refrigerated,1,26.44,31.5,2,41.39,3.23,12.54,Moderate
488,Refrigerated,1,32.89,44.44,8,44.94,2.54,11.94,Low
535,Fresh,1,33.69,65.92,5,31.39,3.71,11.39,Low
547,Fresh,1,34.01,52.59,8,25.22,2.18,12.6,Low
590,Fresh,1,33.98,29.15,4,46.85,2.07,14.77,Low
595,Refrigerated,1,16.47,28.79,1,45.58,1.76,12.85,Moderate
535,Refrigerated,1,17.57,94.76,7,8.51,1.07,10.39,Moderate
487,Fresh,1,26.91,86.18,2,11.3,3.4,13.83,Low
513,Fresh,1,25.21,91.68,5,32.86,4.6,14.5,Moderate
494,Fresh,1,22.29,13.72,5,8.6,1.95,9.95,Low
480,Refrigerated,1,25.82,44.97,9,41.28,2.04,11.88,Moderate
503,Fresh,1,17.28,74.31,7,12.44,4.43,12.14,Low
579,Fresh,1,21.39,85.69,9,17.71,4.43,9.29,High
495,Fresh,1,29.81,77.28,9,33.36,4.21,8.55,Moderate
532,Refrigerated,1,20.11,81.16,1,14.39,1.1,11.76,Moderate
476,Fresh,1,26.88,35.6,3,40.22,4.3,10.23,Low
477,Fresh,1,27.48,64.3,9,21.9,3.43,12.76,Low
473,Refrigerated,1,26.07,8.43,4,20.79,2.31,10.21,Moderate
590,Fresh,1,28.31,34.82,1,26.65,2.15,9.16,Moderate
476,Fresh,1,28.61,99.07,4,25.48,2.72,13.4,Moderate
522,Refrigerated,1,34.87,69.06,2,36.22,3.64,9.35,High
585,Fresh,1,28.81,36.66,8,23.2,3.05,11.49,High
516,Fresh,1,17.09,77.88,4,30.75,2.52,14.2,High
555,Refrigerated,1,34.06,94.26,10,38.64,3.18,9.79,Moderate
494,Fresh,1,17.17,44.94,10,45.22,1.02,8.05,Moderate
486,Fresh,1,16,26.91,5,29.71,3.73,13.68,Moderate
579,Refrigerated,1,20.88,60.73,4,28.27,4.34,9.04,Moderate
521,Fresh,1,34.09,99.42,5,19.58,1.69,9.68,Moderate
519,Fresh,1,33.58,19.85,2,14.44,1.52,14.8,High
556,Fresh,1,15.22,68.43,3,19.78,3.18,9.46,Moderate
575,Fresh,1,17.63,82.72,1,15.71,4.28,9.93,Low
533,Fresh,1,21.9,45.8,2,28.05,2.66,12.41,Low
507,Fresh,1,25.29,33.06,1,24.21,1.03,9.22,Moderate
486,Fresh,1,31.43,72.66,3,17.04,4.55,12.78,Low
457,Refrigerated,1,15.15,92.01,9,16.86,3.55,14.82,Low
529,Fresh,1,30.4,68.63,2,28.67,2.17,13.24,Moderate
498,Fresh,1,33.48,9.51,10,7.27,2.51,11.85,High
481,Refrigerated,1,26.09,71.44,8,27.21,3.76,11.22,Moderate
571,Fresh,1,34.82,64.33,1,36.54,2.29,10.92,Moderate
452,Fresh,1,30.02,31.22,7,25.71,3.75,11.05,High
503,Refrigerated,1,26.04,51.2,3,48.99,3.69,9.46,Low
570,Refrigerated,1,33.74,22.14,6,34.51,4.73,13.18,Low
464,Refrigerated,1,20.24,39.12,4,7.31,3.39,10.98,Moderate
522,Fresh,1,19.77,99.36,5,45.69,3.23,12.1,Moderate
527,Fresh,1,18.51,94.29,5,42.54,2.99,10.37,High
510,Refrigerated,1,16.44,5.35,4,32.47,4.29,13.21,High
537,Fresh,1,23.46,77.67,7,9.05,1.09,8.52,Moderate
540,Fresh,1,30.91,19.84,9,18.75,1.7,10.35,High
520,Refrigerated,1,25.03,55.63,10,36.15,3.35,8.48,Moderate
505,Refrigerated,1,33.05,58.72,8,22.32,2.3,10.22,Moderate
551,Fresh,1,33.01,92.52,3,47.67,1.38,13.08,Low
513,Refrigerated,1,20.53,61.89,7,31.71,2.57,9.82,Low
506,Fresh,1,16.87,78.63,3,31.57,3.79,8.3,Low
572,Refrigerated,1,24.76,44.35,3,26.95,4.78,12.21,Low
473,Refrigerated,1,22.77,93.02,7,38.12,4.92,12.96,Moderate
553,Fresh,1,34.23,81.85,5,38.87,1.61,11.75,Low
558,Fresh,1,27.13,9.37,10,39.44,1.52,12.37,Moderate
557,Fresh,1,25.31,26.36,10,15.57,3.41,13.96,Moderate
580,Refrigerated,1,29.9,49.09,1,42.95,2.33,13.25,Low
523,Refrigerated,1,31.16,50.1,1,6.13,3.16,9.78,Moderate
461,Fresh,1,24.05,13.6,5,24.48,3.81,12.27,Low
548,Refrigerated,1,17.24,92.57,6,13.22,1.14,8.81,Low
563,Fresh,1,16.63,26.65,10,37.03,3.88,12.61,High
593,Fresh,1,32.36,92.74,7,48.43,4.09,11.08,Low
450,Fresh,1,34.87,59.24,3,28.13,2.57,11.19,Low
533,Refrigerated,1,17.3,13.35,5,26.95,1.42,11.26,Low
573,Fresh,1,15.63,13.71,4,29.56,1.8,13.48,Moderate
573,Fresh,1,17.86,41.63,7,21.22,1.19,12.3,Moderate
495,Fresh,1,30.54,54.98,6,34.03,2.75,11.61,Moderate
507,Fresh,1,27.79,51.31,6,33.28,3.72,8.7,Moderate
